DateTime,WindBusA
2020-01-01T00:00:00.0,98.73200789444164
2020-01-01T00:00:06.0,98.5841185708677
2020-01-01T00:00:12.0,99.24688183577317
2020-01-01T00:00:18.0,98.79116362387123
2020-01-01T00:00:24.0,98.96972628863088
2020-01-01T00:00:30.0,99.45721331818946
2020-01-01T00:00:36.0,99.41120330641091
2020-01-01T00:00:42.0,98.53810855908912
2020-01-01T00:00:48.0,98.67504311795389
2020-01-01T00:00:54.0,98.8021183885804
2020-01-01T00:01:00.0,98.19193799427897
2020-01-01T00:01:06.0,98.24342538841213
2020-01-01T00:01:12.0,98.35297303550396
2020-01-01T00:01:18.0,98.48114378260138
2020-01-01T00:01:24.0,99.75846934769196
2020-01-01T00:01:30.0,99.0069724886421
2020-01-01T00:01:36.0,99.22059040047114
2020-01-01T00:01:42.0,99.10446989455382
2020-01-01T00:01:48.0,99.2600275534242
2020-01-01T00:01:54.0,99.17348491222165
2020-01-01T00:02:00.0,98.91823889449772
2020-01-01T00:02:06.0,98.26643039430142
2020-01-01T00:02:12.0,98.22370681193563
2020-01-01T00:02:18.0,98.392410188457
2020-01-01T00:02:24.0,98.3989830472825
2020-01-01T00:02:30.0,98.1568827472096
2020-01-01T00:02:36.0,98.08129487071625
2020-01-01T00:02:42.0,98.23904348252846
2020-01-01T00:02:48.0,98.30148564137079
2020-01-01T00:02:54.0,97.78113431768466
2020-01-01T00:03:00.0,97.27502418812047
2020-01-01T00:03:06.0,97.80852122945764
2020-01-01T00:03:12.0,98.0539079589433
2020-01-01T00:03:18.0,98.42308352964271
2020-01-01T00:03:24.0,98.8809926944865
2020-01-01T00:03:30.0,99.21949492400023
2020-01-01T00:03:36.0,98.88427912389926
2020-01-01T00:03:42.0,98.76925409445288
2020-01-01T00:03:48.0,97.86877243535812
2020-01-01T00:03:54.0,97.68363691177295
2020-01-01T00:04:00.0,98.71995765326155
2020-01-01T00:04:06.0,99.15595728868695
2020-01-01T00:04:12.0,99.54594691233383
2020-01-01T00:04:18.0,99.93155463009703
2020-01-01T00:04:24.0,99.65111265354199
2020-01-01T00:04:30.0,99.24030897694766
2020-01-01T00:04:36.0,99.01025891805486
2020-01-01T00:04:42.0,99.41996711817823
2020-01-01T00:04:48.0,99.4046304475854
2020-01-01T00:04:54.0,99.71026838297158
2020-01-01T00:05:00.0,100.0443887066016
2020-01-01T00:05:06.0,99.51746452408995
2020-01-01T00:05:12.0,99.31041947108645
2020-01-01T00:05:18.0,99.3389018593303
2020-01-01T00:05:24.0,99.30494208873185
2020-01-01T00:05:30.0,98.89085198272478
2020-01-01T00:05:36.0,99.08803774749005
2020-01-01T00:05:42.0,99.05626892983341
2020-01-01T00:05:48.0,98.71448027090695
2020-01-01T00:05:54.0,99.37833901228338
2020-01-01T00:06:00.0,99.28303255931348
2020-01-01T00:06:06.0,99.70369552414607
2020-01-01T00:06:12.0,99.14390704750687
2020-01-01T00:06:18.0,99.83734365359807
2020-01-01T00:06:24.0,99.24469088283134
2020-01-01T00:06:30.0,99.45173593583489
2020-01-01T00:06:36.0,99.9293636771552
2020-01-01T00:06:42.0,99.88883104773122
2020-01-01T00:06:48.0,99.60838907117618
